year,ac_no,ac_name,district,winner,winner_party,runner_up,runner_party,winner_votes,runner_votes,margin_votes,winner_vote_share,runner_vote_share
2021,82,Attur,Salem,"JAYASANKARAN, A.P.",AIADMK_NDA,"CHINNADURAI, K.",DMK_ALLIANCE,95308,87051,8257,47.72,43.58
2021,83,Yercaud,Salem,G. Chitra,AIADMK_NDA,C. TAMILSELVAN,DMK_ALLIANCE,121561,95606,25955,50.88,40.02
2021,84,Omalur,Salem,R.MANI,AIADMK_NDA,RANGARAJAN MOHAN KUMARAMANGALAM,DMK_ALLIANCE,142488,87194,55294,57.22,35.01
2021,85,Mettur,Salem,SADHASIVAM.S,AIADMK_NDA,SRINIVASAPERUMAL.S,DMK_ALLIANCE,97055,96399,656,44.43,44.13
2021,86,Edappadi,Salem,EDAPPADI PALANISWAMI. K,AIADMK_NDA,SAMBATHKUMAR. T,DMK_ALLIANCE,163154,69352,93802,65.97,28.04
2021,87,Sankari,Salem,"SUNDARARAJAN, S.",AIADMK_NDA,"RAJESH, K.M.",DMK_ALLIANCE,115472,95427,20045,49.72,41.09
2021,88,Salem West,Salem,ARUL. R,AIADMK_NDA,RAJENDRAN. A,DMK_ALLIANCE,105483,83984,21499,48.69,38.77
2021,89,Salem North,Salem,R. RAJENDRAN,DMK_ALLIANCE,G.VENKATACHALAM,AIADMK_NDA,93432,85844,7588,46.17,42.42
2021,90,Salem South,Salem,E.BALASUBRAMANIAN,AIADMK_NDA,A.S.SARAVANAN,DMK_ALLIANCE,97506,74897,22609,48.76,37.45
2021,91,Veerapandi,Salem,"RAJAMUTHU, M.",AIADMK_NDA,"THARUN, A.K.",DMK_ALLIANCE,111682,91787,19895,49.92,41.03
2021,92,Rasipuram,Namakkal,MATHIVENTHAN M,DMK_ALLIANCE,SAROJA V. Dr,AIADMK_NDA,90727,88775,1952,46.08,45.09
2021,93,Senthamangalam,Namakkal,PONNUSAMY K,DMK_ALLIANCE,CHANDRAN S,AIADMK_NDA,90681,80188,10493,45.51,40.25
2021,94,Namakkal,Namakkal,RAMALINGAM P,DMK_ALLIANCE,BASKAR K.P.P.,AIADMK_NDA,106494,78633,27861,51.51,38.03
2021,95,Paramathi-Velur,Namakkal,SEKAR S,AIADMK_NDA,MOORTHIY K S,DMK_ALLIANCE,86034,78372,7662,46.83,42.66
2021,96,Tiruchengodu,Namakkal,ESWARAN E R,DMK_ALLIANCE,SARASWATHI PON,AIADMK_NDA,81688,78826,2862,44.23,42.69
2021,97,Kumarapalayam,Namakkal,THANGAMANI.P,AIADMK_NDA,M.VENKATACHALAM,DMK_ALLIANCE,100800,69154,31646,49.92,34.25
2021,98,Erode East,Erode,"THIRUMAHAN EVERAA,E.",DMK_ALLIANCE,"YUVARAJA,M.",AIADMK_NDA,67300,58396,8904,44.27,38.41
2021,99,Erode West,Erode,Muthusamy S,DMK_ALLIANCE,Ramalingam K V,AIADMK_NDA,100757,78668,22089,49.01,38.27
2021,100,Modakkurichi,Erode,SARASWATHI.C,AIADMK_NDA,SUBBULAKSHMI JEGADEESAN,DMK_ALLIANCE,78125,77844,281,42.96,42.81
2021,101,Dharapuram,Tiruppur,KAYALVIZHI N,DMK_ALLIANCE,MURUGAN L,AIADMK_NDA,89986,88593,1393,46.39,45.67
2021,102,Kangayam,Tiruppur,SAMINATHAN.M.P,DMK_ALLIANCE,RAMALINGAM.A.S,AIADMK_NDA,94197,86866,7331,47.14,43.47
2021,103,Perundurai,Erode,"JAYAKUMAR, S.",AIADMK_NDA,KKC BALU,DMK_ALLIANCE,85125,70618,14507,44.84,37.2
2021,104,Bhavani,Erode,KARUPPANAN.K.C,AIADMK_NDA,DURAIRAJ.K.P,DMK_ALLIANCE,100915,78392,22523,50.11,38.93
2021,105,Anthiyur,Erode,VENKATACHALAM.A.G,DMK_ALLIANCE,SHANMUGAVEL.K.S,AIADMK_NDA,79096,77821,1275,44.84,44.12
2021,106,Gobichettipalayam,Erode,SENGOTTAIYAN K.A,AIADMK_NDA,MANIMARAN G.V,DMK_ALLIANCE,108608,80045,28563,50.68,37.36
2021,107,Bhavanisagar,Erode,A.Bannari,AIADMK_NDA,P.L SUNDARAM,DMK_ALLIANCE,99181,83173,16008,49.45,41.47
2021,108,Udhagamandalam,The Nilgiris,"GANESH, R.",DMK_ALLIANCE,"BHOJARAJAN, M.",AIADMK_NDA,65530,60182,5348,46.44,42.65
2021,109,Gudalur,The Nilgiris,PON.JAYASEELAN,AIADMK_NDA,"KASILINGAM, S.",DMK_ALLIANCE,64496,62551,1945,46.65,45.24
2021,110,Coonoor,The Nilgiris,"Ramachandran, K.",DMK_ALLIANCE,"Vinoth, D.",AIADMK_NDA,61820,57715,4105,45.49,42.47
2021,111,Mettuppalayam,Coimbatore,SELVARAJ A K,AIADMK_NDA,SHANMUGASUNDARAM T R,DMK_ALLIANCE,105231,102775,2456,46.75,45.66
2021,112,Avanashi,Tiruppur,"DHANAPAL, P",AIADMK_NDA,ATHIYAMAAN RAJU,DMK_ALLIANCE,117284,66382,50902,55.16,31.22
2021,113,Tiruppur North,Tiruppur,VIJEYAKUMAR.K.N,AIADMK_NDA,RAVI (Alias) SUBRAMANIAN . M,DMK_ALLIANCE,113384,73282,40102,47.62,30.78
2021,114,Tiruppur South,Tiruppur,SELVARAJ. K.,DMK_ALLIANCE,GUNASEKARAN. S.,AIADMK_NDA,75535,70826,4709,43.31,40.61
2021,115,Palladam,Tiruppur,ANANDAN M S M,AIADMK_NDA,MUTHURATHINAM K,DMK_ALLIANCE,126903,94212,32691,48.53,36.03
2021,116,Sulur,Coimbatore,KANDASAMY V.P.,AIADMK_NDA,PREMIER SELVAM (a)KALICHAMY M,DMK_ALLIANCE,118968,87036,31932,49.23,36.02
2021,117,Kavundampalayam,Coimbatore,G.Arunkumar,AIADMK_NDA,R.Krishnan,DMK_ALLIANCE,135669,125893,9776,43.78,40.62
2021,118,Coimbatore North,Coimbatore,AMMAN K.ARJUNAN,AIADMK_NDA,SHANMUGASUNDARAM V.M,DMK_ALLIANCE,81454,77453,4001,40.16,38.19
2021,119,Thondamuthur,Coimbatore,S.P. VELUMANI,AIADMK_NDA,KARTHIKEYA,DMK_ALLIANCE,124225,82595,41630,53.89,35.83
2021,120,Coimbatore South,Coimbatore,VANATHI SRINIVASAN,AIADMK_NDA,KAMALHAASAN,OTHERS,53209,51481,1728,34.38,33.26
2021,121,Singanallur,Coimbatore,"Jayaram, K.R",AIADMK_NDA,"Karthik, N",DMK_ALLIANCE,81244,70390,10854,40.22,34.84
2021,122,Kinathukadavu,Coimbatore,Damodaran.S,AIADMK_NDA,Kuruchi Prabhakaran,DMK_ALLIANCE,101537,100442,1095,43.68,43.21
2021,123,Pollachi,Coimbatore,Pollachi V. Jayaraman,AIADMK_NDA,"Dr. Varadharajan, K.",DMK_ALLIANCE,80567,78842,1725,45.44,44.47
2021,124,Valparai,Coimbatore,AMULKANDASAMI T K,AIADMK_NDA,ARUMUGAM M,DMK_ALLIANCE,71672,59449,12223,49.37,40.95
2021,125,Udumalaipettai,Tiruppur,"Radhakrishnan,K.",AIADMK_NDA,"Thennarasu,K.",DMK_ALLIANCE,96893,74998,21895,49.85,38.59
2021,126,Madathukulam,Tiruppur,C MAHENDRAN,AIADMK_NDA,R.JAYARAMAKRISHNAN,DMK_ALLIANCE,84313,77875,6438,46.35,42.81
2021,127,Palani,Dindigul,SENTHIL KUMAR I.P,DMK_ALLIANCE,RAVI MANOHARAN K,AIADMK_NDA,108566,78510,30056,52.86,38.23
2021,128,Oddanchatram,Dindigul,SAKKARAPANI R,DMK_ALLIANCE,NATARAJ N.P,AIADMK_NDA,109970,81228,28742,54.51,40.26
2021,129,Athoor,Dindigul,PERIYASAMY I,DMK_ALLIANCE,THILAGABAMA M,AIADMK_NDA,165809,30238,135571,72.11,13.15
2021,130,Nilakkottai,Dindigul,S.Thenmozhi,AIADMK_NDA,K.Murugavelrajan,DMK_ALLIANCE,91461,63843,27618,49.49,34.55
2021,131,Natham,Dindigul,NATHAM.R.VISWANATHAN,AIADMK_NDA,M.A.ANDI AMBALAM,DMK_ALLIANCE,107762,95830,11932,47.84,42.54
2021,132,Dindigul,Dindigul,SREENIVASAN.C,AIADMK_NDA,PANDI.N,DMK_ALLIANCE,90595,72848,17747,46.43,37.34
2021,133,Vedasandur,Dindigul,GANDHIRAJAN S,DMK_ALLIANCE,PARAMASIVAM V P B,AIADMK_NDA,106481,88928,17553,49.97,41.73
2021,134,Aravakurichi,Karur,ELANGO. R,DMK_ALLIANCE,ANNAMALAI. K,AIADMK_NDA,93369,68553,24816,52.72,38.71
2021,135,Karur,Karur,SENTHILBALAJI V,DMK_ALLIANCE,VIJAYABHASKAR. M.R,AIADMK_NDA,101757,89309,12448,49.08,43.08
2021,136,Krishnarayapuram,Karur,SIVAGAMA SUNDARI.K,DMK_ALLIANCE,MUTHUKUMAR,AIADMK_NDA,96540,64915,31625,53.37,35.88
2021,137,Kulithalai,Karur,R.Manickam,DMK_ALLIANCE,N.R.Chandrasekar,AIADMK_NDA,100829,77289,23540,51.06,39.14
2021,138,Manapparai,Tiruchirappalli,ABDUL SAMAD P,DMK_ALLIANCE,CHANDRASEKAR.R,AIADMK_NDA,98077,85834,12243,44.23,38.71
2021,139,Srirangam,Tiruchirappalli,Palaniyandi.M,DMK_ALLIANCE,KuPa Krishnan,AIADMK_NDA,113904,93989,19915,47.41,39.12
2021,140,Tiruchirappalli West,Tiruchirappalli,"Nehru, K.N.",DMK_ALLIANCE,"Padmanathan, V.",AIADMK_NDA,118133,33024,85109,64.52,18.04
2021,141,Tiruchirappalli East,Tiruchirappalli,"INIGO IRUDAYARAJ,S.",DMK_ALLIANCE,"VELLAMANDI NATARAJAN,N.",AIADMK_NDA,94302,40505,53797,54.56,23.43
2021,142,Thiruverumbur,Tiruchirappalli,ANBIL MAHESH POYYAMOZHI,DMK_ALLIANCE,P KUMAR,AIADMK_NDA,105424,55727,49697,53.51,28.29
2021,143,Lalgudi,Tiruchirappalli,A.SOUNDARAPANDIAN,DMK_ALLIANCE,D.R.DHARMARAJ,AIADMK_NDA,84914,67965,16949,48.59,38.89
2021,144,Manachanallur,Tiruchirappalli,S. KATHIRAVAN,DMK_ALLIANCE,M. PARANJOTHI,AIADMK_NDA,116334,56716,59618,59.14,28.83
2021,145,Musiri,Tiruchirappalli,N. Thiyagarajan,DMK_ALLIANCE,M. Selvarasu,AIADMK_NDA,90624,63788,26836,50.43,35.5
2021,146,Thuraiyur,Tiruchirappalli,S.STALINKUMAR,DMK_ALLIANCE,T.INDRAGANDHI,AIADMK_NDA,87786,65715,22071,49.91,37.36
2021,147,Perambalur,Perambalur,"PRABHAHARAN, M.",DMK_ALLIANCE,"THAMIZHSELVAN, R.",AIADMK_NDA,122090,91056,31034,50.87,37.94
2021,148,Kunnam,Perambalur,"SIVASANKAR, S.S.",DMK_ALLIANCE,"RAMACHANDRAN, R.T.",AIADMK_NDA,103922,97593,6329,47.26,44.38
2021,149,Ariyalur,Ariyalur,CHINNAPPA K,DMK_ALLIANCE,RAJENDRAN S,AIADMK_NDA,103975,100741,3234,46.16,44.73
2021,150,Jayankondam,Ariyalur,KANNAN KA SO KA,DMK_ALLIANCE,BALU K,AIADMK_NDA,99529,94077,5452,46.0,43.48
2021,151,Tittakudi,Cuddalore,"GANESAN,  C.V.",DMK_ALLIANCE,"PERIYASAMY,  D.",AIADMK_NDA,83726,62163,21563,49.78,36.96
2021,152,Vriddhachalam,Cuddalore,Radhakrishnan,DMK_ALLIANCE,Karthikeyan. J,AIADMK_NDA,77064,76202,862,39.17,38.73
2021,153,Neyveli,Cuddalore,SABA.RAJENDRAN,DMK_ALLIANCE,JAGAN.K,AIADMK_NDA,75177,74200,977,45.8,45.21
2021,154,Panruti,Cuddalore,VELMURUGAN.T,DMK_ALLIANCE,RAJENDRAN.R,AIADMK_NDA,93801,89104,4697,47.6,45.22
2021,155,Cuddalore,Cuddalore,G.IYAPPAN,DMK_ALLIANCE,M.C.SAMPATH,AIADMK_NDA,84563,79412,5151,46.46,43.63
2021,156,Kurinjipadi,Cuddalore,M.R.K.PANNEERSELVAM,DMK_ALLIANCE,SELVI RAMAJAYAM,AIADMK_NDA,101456,83929,17527,51.04,42.22
2021,157,Bhuvanagiri,Cuddalore,Arunmozhithevan. A,AIADMK_NDA,Saravanan. Durai.K,DMK_ALLIANCE,96453,88194,8259,48.92,44.73
2021,158,Chidambaram,Cuddalore,K.A. PANDIAN,AIADMK_NDA,S. ABDUL RAHMAN,DMK_ALLIANCE,91961,75024,16937,50.16,40.92
2021,159,Kattumannarkoil,Cuddalore,SINTHANAI SELVAN,DMK_ALLIANCE,N. MURUGUMARAN,AIADMK_NDA,86056,75491,10565,49.02,43.0
2021,160,Sirkazhi,Mayiladuthurai,PANNEERSELVAM,DMK_ALLIANCE,P.V.BHARATHI,AIADMK_NDA,94057,81909,12148,49.16,42.81
2021,161,Mayiladuthurai,Mayiladuthurai,Rajakumar.S,DMK_ALLIANCE,Palanisamy.A,AIADMK_NDA,73642,70900,2742,42.17,40.6
2021,162,Poompuhar,Mayiladuthurai,Nivedha M. Murugan,DMK_ALLIANCE,S.Pavunraj,AIADMK_NDA,96102,92803,3299,46.24,44.65
2021,163,Nagapattinam,Nagapattinam,J. Mohamed Shanavas,DMK_ALLIANCE,Thanka.kathiravan,AIADMK_NDA,66281,59043,7238,46.17,41.13
2021,164,Kilvelur,Nagapattinam,NAGAIMAALI V P,DMK_ALLIANCE,VADIVEL RAVANAN  S,AIADMK_NDA,67988,51003,16985,47.55,35.67
2021,165,Vedaranyam,Nagapattinam,O.S.MANIAN,AIADMK_NDA,S.K.VETHARATHINAM,DMK_ALLIANCE,78719,66390,12329,49.8,42.0
2021,166,Thiruthuraipoondi,Thiruvarur,MARIMUTHU K,DMK_ALLIANCE,SURESH KUMAR C,AIADMK_NDA,97092,67024,30068,52.23,36.06
2021,167,Mannargudi,Thiruvarur,RAJAA T R B,DMK_ALLIANCE,RAJAMANICKAM  SIVA,AIADMK_NDA,87172,49779,37393,45.11,25.76
2021,168,Thiruvarur,Thiruvarur,KALAIVANAN  POONDI  K.,DMK_ALLIANCE,PANNERSELVAM A.N.R.,AIADMK_NDA,108906,57732,51174,52.29,27.72
2021,169,Nannilam,Thiruvarur,KAMARAJ R,AIADMK_NDA,JOTHIRAMAN  S,DMK_ALLIANCE,103637,99213,4424,46.7,44.7
2021,170,Thiruvidaimarudur,Thanjavur,"CHEZHIAAN,  GOVI.",DMK_ALLIANCE,"UNION VEERAMANI, S.",AIADMK_NDA,95763,85083,10680,48.26,42.87
2021,171,Kumbakonam,Thanjavur,"ANBALAGAN, G.",DMK_ALLIANCE,"SRITHAR VANDAYAR, G.M.",AIADMK_NDA,96057,74674,21383,48.62,37.8
2021,172,Papanasam,Thanjavur,"Dr.JAWAHIRULLAH, M.H.",DMK_ALLIANCE,"GOPINATHAN, K.",AIADMK_NDA,86567,70294,16273,43.95,35.69
2021,173,Thiruvaiyaru,Thanjavur,DURAI.CHANDRASEKARAN,DMK_ALLIANCE,"VENKATESAN, S.",AIADMK_NDA,103210,49560,53650,48.82,23.44
2021,174,Thanjavur,Thanjavur,"NEELAMEGAM, T.K.G.",DMK_ALLIANCE,"ARIVUDAINAMBI, V.",AIADMK_NDA,103772,56623,47149,53.25,29.06
2021,175,Orathanadu,Thanjavur,"VAITHILINGAM, R.",AIADMK_NDA,"RAMCHANDRAN, M.",DMK_ALLIANCE,90063,61228,28835,46.95,31.92
2021,176,Pattukkottai,Thanjavur,"ANNADURAI, K.",DMK_ALLIANCE,"RENGARAJAN, N.R.",AIADMK_NDA,79065,53796,25269,44.62,30.36
2021,177,Peravurani,Thanjavur,"ASHOKKUMAR, N.",DMK_ALLIANCE,"THIRUGNANASAMBANDAM, S.V.",AIADMK_NDA,89130,65627,23503,52.17,38.41
2021,178,Gandharvakottai,Pudukkottai,M.Chinnadurai,DMK_ALLIANCE,S.Jayabharathi,AIADMK_NDA,69710,56989,12721,44.23,36.16
2021,179,Viralimalai,Pudukkottai,VIJAYA BASKER C,AIADMK_NDA,PALANIAPPAN,DMK_ALLIANCE,102179,78581,23598,52.83,40.63
2021,180,Pudukkottai,Pudukkottai,V . MUTHURAJA,DMK_ALLIANCE,KARTHIK THONDAIMAN,AIADMK_NDA,85802,72801,13001,47.7,40.47
2021,181,Thirumayam,Pudukkottai,S.REGUPATHY,DMK_ALLIANCE,P.K.VAIRAMUTHU,AIADMK_NDA,71349,69967,1382,41.0,40.2
2021,182,Alangudi,Pudukkottai,SIVA.V.MEYYANATHAN,DMK_ALLIANCE,DHARMA THANGAVEL,AIADMK_NDA,87935,62088,25847,51.17,36.13
2021,183,Aranthangi,Pudukkottai,RAMACHANDRAN T,DMK_ALLIANCE,RAJANAYAGAM M,AIADMK_NDA,81835,50942,30893,48.7,30.31
2021,184,Karaikudi,Sivaganga,S.Mangudi,DMK_ALLIANCE,H.Raja,AIADMK_NDA,75954,54365,21589,35.75,25.59
2021,185,Tiruppattur,Sivaganga,KR.PERIYAKARUPPAN,DMK_ALLIANCE,MARUDHU ALAGURAJ,AIADMK_NDA,103682,66308,37374,49.19,31.46
2021,186,Sivaganga,Sivaganga,PR. Senthilnathan,AIADMK_NDA,S. Gunasekaran,DMK_ALLIANCE,82153,70900,11253,40.66,35.09
2021,187,Manamadurai,Sivaganga,Tamilarasi A.,DMK_ALLIANCE,Nagarajan S.,AIADMK_NDA,89364,75273,14091,44.01,37.07
2021,188,Melur,Madurai,PERIYAPULLAN @ SELVAM  P.,AIADMK_NDA,RAVICHANDRAN  T.,DMK_ALLIANCE,83344,48182,35162,45.6,26.36
2021,189,Madurai East,Madurai,MOORTHY P,DMK_ALLIANCE,GOPALAKRISHNAN R,AIADMK_NDA,122729,73125,49604,51.59,30.74
2021,190,Sholavandan,Madurai,VENKATESAN A,DMK_ALLIANCE,MANICKAM K,AIADMK_NDA,84240,67195,17045,48.04,38.32
2021,191,Madurai North,Madurai,THALAPATHI G,DMK_ALLIANCE,SARAVANAN P,AIADMK_NDA,73010,50094,22916,46.64,32.0
2021,192,Madurai South,Madurai,BOOMINATHAN.M,DMK_ALLIANCE,SARAVANAN. S.S,AIADMK_NDA,62812,56297,6515,42.49,38.08
2021,193,Madurai Central,Madurai,PALANIVEL THIAGA RAJAN,DMK_ALLIANCE,JOTHI MUTHURAMALINGAM N,AIADMK_NDA,73205,39029,34176,48.99,26.12
2021,194,Madurai West,Madurai,RAJU. K,AIADMK_NDA,CHINNAMMAL. C,DMK_ALLIANCE,83883,74762,9121,41.59,37.07
2021,195,Thiruparankundram,Madurai,"RAJANCHELLAPPA, V.V.",AIADMK_NDA,PONNUTHAI,DMK_ALLIANCE,103683,74194,29489,43.96,31.46
2021,196,Thirumangalam,Madurai,UDHAYAKUMAR R B,AIADMK_NDA,MANIMARAN M,DMK_ALLIANCE,100338,86251,14087,45.51,39.12
2021,197,Usilampatti,Madurai,AYYAPPAN P,AIADMK_NDA,KATHIRAVAN P V,DMK_ALLIANCE,71255,63778,7477,33.53,30.01
2021,198,Andipatti,Theni,A.MAHARAJAN,DMK_ALLIANCE,A.LOGIRAJAN,AIADMK_NDA,93541,85003,8538,44.64,40.57
2021,199,Periyakulam,Theni,K.S.SARAVANAKUMAAR,DMK_ALLIANCE,M Murugan,AIADMK_NDA,92251,70930,21321,45.71,35.15
2021,200,Bodinayakanur,Theni,O.PANNEERSELVAM,AIADMK_NDA,THANGATAMILSELVAN,DMK_ALLIANCE,100050,89029,11021,46.58,41.45
2021,201,Cumbum,Theni,N.Ramakrishnan,DMK_ALLIANCE,Syedukhan.S.P.M,AIADMK_NDA,104800,62387,42413,51.81,30.84
2021,202,Rajapalayam,Virudhunagar,THANGAPANDIAN S.,DMK_ALLIANCE,RAJENTHRABHALAJI K.T,AIADMK_NDA,74158,70260,3898,41.5,39.32
2021,203,Srivilliputhur,Virudhunagar,"MANRAJ, E.M.",AIADMK_NDA,"MADHAVARAO, P.S.W.",DMK_ALLIANCE,70475,57737,12738,38.09,31.2
2021,204,Sattur,Virudhunagar,"RAGHURAMAN,  A.R.R.",DMK_ALLIANCE,"RAVICHANDHRAN, R.K.",AIADMK_NDA,74174,62995,11179,38.68,32.85
2021,205,Sivakasi,Virudhunagar,Ashokan.G,DMK_ALLIANCE,Lakshmi Ganesan,AIADMK_NDA,78947,61628,17319,42.66,33.3
2021,206,Virudhunagar,Virudhunagar,SEENIVASAN A.R.R,DMK_ALLIANCE,PANDURANGAN G,AIADMK_NDA,73297,51958,21339,45.32,32.13
2021,207,Aruppukkottai,Virudhunagar,K.K.S.S.R.RAMACHANDRAN,DMK_ALLIANCE,VAIGAICHELVAN,AIADMK_NDA,91040,52006,39034,53.18,30.38
2021,208,Tiruchuli,Virudhunagar,THANGAM THENARASU,DMK_ALLIANCE,RAJASEKAR S,AIADMK_NDA,102225,41233,60992,59.15,23.86
2021,209,Paramakudi,Ramanathapuram,MURUGESAN S,DMK_ALLIANCE,SADHAN PRABHAKAR N,AIADMK_NDA,84864,71579,13285,46.59,39.3
2021,210,Tiruvadanai,Ramanathapuram,KARUMANICKAM,DMK_ALLIANCE,K C ANIMUTHU,AIADMK_NDA,79364,65512,13852,39.33,32.46
2021,211,Ramanathapuram,Ramanathapuram,KATHARBATCHA MUTHURAMALINGAM,DMK_ALLIANCE,D.KUPPURAMU,AIADMK_NDA,111082,60603,50479,51.88,28.31
2021,212,Mudhukulathur,Ramanathapuram,R.S.RAJAKANNAPPAN,DMK_ALLIANCE,KEERTHIKA,AIADMK_NDA,101901,81180,20721,46.06,36.7
2021,213,Vilathikulam,Thoothukudi,MARKANDAYAN V,DMK_ALLIANCE,CHINNAPPAN P,AIADMK_NDA,90348,51799,38549,54.05,30.99
2021,214,Thoothukkudi,Thoothukudi,P.Geetha Jeevan,DMK_ALLIANCE,SDR Vijayaseelan,AIADMK_NDA,92314,42004,50310,49.0,22.29
2021,215,Tiruchendur,Thoothukudi,Anitha R. Radhakrishnan,DMK_ALLIANCE,Radhakrishnan M,AIADMK_NDA,88274,63011,25263,50.58,36.1
2021,216,Srivaikuntam,Thoothukudi,Amirtharaj .S,DMK_ALLIANCE,S.P.SHUNMUGANATHAN,AIADMK_NDA,76843,59471,17372,46.75,36.18
2021,217,Ottapidaram,Thoothukudi,SHUNMUGAIAH C,DMK_ALLIANCE,MOHAN P,AIADMK_NDA,73110,64600,8510,41.11,36.32
2021,218,Kovilpatti,Thoothukudi,KADAMBUR RAJU,AIADMK_NDA,TTV DHINAKARAN,OTHERS,68556,56153,12403,37.89,31.04
2021,219,Sankarankovil,Tenkasi,RAJA E,DMK_ALLIANCE,RAJALAKSHMI V M,AIADMK_NDA,71347,66050,5297,38.92,36.03
2021,220,Vasudevanallur,Tenkasi,"SADHAN THIRUMALAIKUMAR, DOCTOR.T",DMK_ALLIANCE,MANOHARAN A,AIADMK_NDA,68730,66363,2367,39.08,37.73
2021,221,Kadayanallur,Tenkasi,C.KRISHNAMURALI,AIADMK_NDA,K.A.M.MUHAMMED ABUBACKER,DMK_ALLIANCE,88474,64125,24349,43.08,31.22
2021,222,Tenkasi,Tenkasi,PALANI NADAR.S,DMK_ALLIANCE,SELVA MOHANDAS PANDIAN.S,AIADMK_NDA,89315,88945,370,41.71,41.54
2021,223,Alangulam,Tenkasi,PAUL MANOJ PANDIAN,AIADMK_NDA,DR.POONGOTHAI ALADI ARUNA,DMK_ALLIANCE,74153,70614,3539,36.44,34.7
2021,224,Tirunelveli,Tirunelveli,Nainar Nagenthran,AIADMK_NDA,"Lakshmanan,A.L.S.",DMK_ALLIANCE,92282,69175,23107,46.7,35.01
2021,225,Ambasamudram,Tirunelveli,E.SUBAYA,AIADMK_NDA,R.AVUDAIAPPAN,DMK_ALLIANCE,85211,68296,16915,47.96,38.44
2021,226,Palayamkottai,Tirunelveli,ABDUL WAHAB .M,DMK_ALLIANCE,GERALD .G,AIADMK_NDA,89117,36976,52141,55.32,22.95
2021,227,Nanguneri,Tirunelveli,RUBY R MANOHARAN,DMK_ALLIANCE,GANESARAJA,AIADMK_NDA,75902,59416,16486,39.43,30.86
2021,228,Radhapuram,Tirunelveli,M.Appavu,DMK_ALLIANCE,I.S.Inbadurai,AIADMK_NDA,82331,76406,5925,43.95,40.79
2021,229,Kanniyakumari,Kanniyakumari,THALAVAI SUNDARAM N.,AIADMK_NDA,AUSTIN S.,DMK_ALLIANCE,109745,93532,16213,48.8,41.59
2021,230,Nagercoil,Kanniyakumari,Gandhi M.R.,AIADMK_NDA,Suresh Rajan N.,DMK_ALLIANCE,88804,77135,11669,48.21,41.88
2021,231,Colachal,Kanniyakumari,Prince J.G.,DMK_ALLIANCE,Ramesh P.,AIADMK_NDA,90681,65849,24832,49.56,35.99
2021,232,Padmanabhapuram,Kanniyakumari,"Mano Thangaraj, T.",DMK_ALLIANCE,"John Thankam, D.",AIADMK_NDA,87744,60859,26885,51.57,35.77
2021,233,Vilavancode,Kanniyakumari,VIJAYADHARANI S,DMK_ALLIANCE,JAYASEELAN R,AIADMK_NDA,87473,58804,28669,52.12,35.04
2021,234,Killiyoor,Kanniyakumari,RAJESH KUMAR  S,DMK_ALLIANCE,JUDE DEV   K.V,AIADMK_NDA,101541,46141,55400,59.76,27.15
