ac_no,ac_name,district,region,reservation,urban_rural_type,total_voters,male_voters,female_voters,gender_gap,first_time_voters,winner_2016,winner_party_2016,runner_up_2016,runner_up_party_2016,winner_votes_2016,runner_up_votes_2016,margin_votes_2016,margin_pct_2016,turnout_pct_2016,dmk_vote_share_2016,aiadmk_vote_share_2016,bjp_vote_share_2016,congress_vote_share_2016,ntk_vote_share_2016,others_vote_share_2016,winner_2021,winner_party_2021,runner_up_2021,runner_up_party_2021,winner_votes_2021,runner_up_votes_2021,margin_votes_2021,margin_pct_2021,turnout_pct_2021,dmk_vote_share_2021,aiadmk_vote_share_2021,bjp_vote_share_2021,congress_vote_share_2021,ntk_vote_share_2021,others_vote_share_2021
176,Pattukkottai,Thanjavur,Central,GEN,needs_source,,,,,,SEKAR. V,AIADMK,MAHENDRAN. K,INC,70631.0,58273.0,12358.0,7.45,73.02,0.0,42.577,6.6544,35.1275,1.7723,13.8688,"ANNADURAI, K.",DMK,"RENGARAJAN, N.R.",AIADMK,79065,53796,25269,14.26,71.66,44.6191,30.3589,0.0,0.0,6.0553,18.9667
177,Peravurani,Thanjavur,Central,GEN,needs_source,,,,,,GOVINDARASU M,AIADMK,ASHOK KUMAR N,DMK,73908.0,72913.0,995.0,0.61,78.83,45.0367,45.6512,2.8487,0.0,0.9895,5.4739,"ASHOKKUMAR, N.",DMK,"THIRUGNANASAMBANDAM, S.V.",AIADMK,89130,65627,23503,13.76,77.02,52.1686,38.4121,0.0,0.0,7.1138,2.3055
178,Gandharvakottai,Pudukkottai,Central,SC,needs_source,,,,,,ARUMUGAM.B,AIADMK,ANBARASAN.K,DMK,64043.0,60996.0,3047.0,2.09,78.16,41.7523,43.838,1.0952,0.0,0.9802,12.3343,M.Chinnadurai,CPI(M),S.Jayabharathi,AIADMK,69710,56989,12721,8.07,74.45,0.0,36.1559,0.0,0.0,8.0326,55.8115
179,Viralimalai,Pudukkottai,Central,GEN,needs_source,,,,,,VIJAYA BASKAR C,AIADMK,PALANIAPPAN M,DMK,84701.0,76254.0,8447.0,4.96,84.16,44.7374,49.6932,0.0,0.0,0.4782,5.0912,VIJAYA BASKER C,AIADMK,PALANIAPPAN,DMK,102179,78581,23598,12.2,85.43,40.6265,52.8267,0.0,0.0,3.6371,2.9097
180,Pudukkottai,Pudukkottai,Central,GEN,needs_source,,,,,,PERIYANNAN ARASSU,DMK,KARTHIK THONDAIMAN,AIADMK,66739.0,64655.0,2084.0,1.22,74.75,39.1932,37.9694,0.0,0.0,0.9543,21.8831,V . MUTHURAJA,DMK,KARTHIK THONDAIMAN,AIADMK,85802,72801,13001,7.23,72.94,47.6964,40.4693,0.0,0.0,6.3944,5.4399
181,Thirumayam,Pudukkottai,Central,GEN,needs_source,,,,,,REGUPATHY S,DMK,VAIRAMUTHU PK,AIADMK,72373.0,71607.0,766.0,0.48,76.22,45.5841,45.1017,1.4247,0.0,1.4631,6.4264,S.REGUPATHY,DMK,P.K.VAIRAMUTHU,AIADMK,71349,69967,1382,0.79,75.85,40.9979,40.2038,0.0,0.0,6.3558,12.4425
182,Alangudi,Pudukkottai,Central,GEN,needs_source,,,,,,MEYYANATHAN .SIVA .V,DMK,GNANA KALAISELVAN,AIADMK,72992.0,63051.0,9941.0,6.29,79.45,46.1694,39.8815,0.0,0.0,0.9456,13.0035,SIVA.V.MEYYANATHAN,DMK,DHARMA THANGAVEL,AIADMK,87935,62088,25847,15.04,78.47,51.172,36.1309,0.0,0.0,9.0065,3.6906
183,Aranthangi,Pudukkottai,Central,GEN,needs_source,,,,,,RATHINASABHAPATHY E,AIADMK,RAMACHANDRAN T,INC,69905.0,67614.0,2291.0,1.48,72.11,0.0,45.2176,0.0,43.7356,0.5401,10.5067,RAMACHANDRAN T,INC,RAJANAYAGAM M,AIADMK,81835,50942,30893,18.38,70.21,0.0,30.314,0.0,48.6974,10.985,10.0036
184,Karaikudi,Sivaganga,South,GEN,needs_source,,,,,,RAMASAMY KR,INC,KARPAGAM ILANGO,AIADMK,93419.0,75136.0,18283.0,9.08,70.3,0.0,37.3152,2.4678,46.3952,2.654,11.1678,S.Mangudi,INC,H.Raja,BJP,75954,54365,21589,10.16,66.23,0.0,0.0,25.5888,35.7505,11.2362,27.4245
185,Tiruppattur,Sivaganga,South,GEN,needs_source,,,,,,PERIAKARUPPAN KR,DMK,ASOKAN KR,AIADMK,110719.0,68715.0,42004.0,21.14,74.1,55.7245,34.584,0.0,0.0,1.4097,8.2818,KR.PERIYAKARUPPAN,DMK,MARUDHU ALAGURAJ,AIADMK,103682,66308,37374,17.73,71.98,49.1929,31.4605,0.0,0.0,6.9134,12.4332
186,Sivaganga,Sivaganga,South,GEN,needs_source,,,,,,BASKARAN.G,AIADMK,SATHIANATHAN.M @ MEPPAL M.SAKTHI,DMK,81697.0,75061.0,6636.0,3.5,69.29,39.6431,43.1478,0.0,0.0,1.6468,15.5623,PR. Senthilnathan,AIADMK,S. Gunasekaran,CPI,82153,70900,11253,5.57,66.29,0.0,40.6609,0.0,0.0,11.1362,48.2029
187,Manamadurai,Sivaganga,South,SC,needs_source,,,,,,MARIAPPANKENNADY S,AIADMK,CHITRASELVI S,DMK,89893.0,75004.0,14889.0,8.03,72.73,40.4286,48.4541,1.8828,0.0,1.6154,7.6191,Tamilarasi A.,DMK,Nagarajan S.,AIADMK,89364,75273,14091,6.94,72.05,44.0085,37.0692,0.0,0.0,11.4389,7.4834
188,Melur,Madurai,South,GEN,needs_source,,,,,,PERIYAPULLAN @ SELVAM P,AIADMK,RAGUPTHY A.P,DMK,88909.0,69186.0,19723.0,11.43,74.2,40.1076,51.5412,1.1136,0.0,0.7762,6.4614,PERIYAPULLAN @ SELVAM  P.,AIADMK,RAVICHANDRAN  T.,INC,83344,48182,35162,19.24,74.23,0.0,45.5975,0.0,26.3604,5.837,22.2051
189,Madurai East,Madurai,South,GEN,needs_source,,,,,,MOORTHY P,DMK,P PANDI,AIADMK,108569.0,75797.0,32772.0,15.28,74.79,50.6213,35.341,2.8819,0.0,1.5368,9.619,MOORTHY P,DMK,GOPALAKRISHNAN R,AIADMK,122729,73125,49604,20.85,71.34,51.5902,30.7387,0.0,0.0,7.4269,10.2442
190,Sholavandan,Madurai,South,SC,needs_source,,,,,,MANICKAM K,AIADMK,BHAVANI.C,DMK,87044.0,62187.0,24857.0,14.94,80.55,37.3891,52.334,1.663,0.0,0.9337,7.6802,VENKATESAN A,DMK,MANICKAM K,AIADMK,84240,67195,17045,9.72,79.49,48.038,38.3181,0.0,0.0,7.947,5.6969
191,Madurai North,Madurai,South,GEN,needs_source,,,,,,RAJAN CHELLAPPA V.V.,AIADMK,KARTHIKEYAN V.,INC,70460.0,51621.0,18839.0,12.2,66.22,0.0,45.6442,0.0,33.4402,2.2939,18.6217,THALAPATHI G,DMK,SARAVANAN P,BJP,73010,50094,22916,14.64,63.6,46.6351,0.0,31.9975,0.0,9.7799,11.5875
192,Madurai South,Madurai,South,GEN,needs_source,,,,,,SARAVANAN .S.S.,AIADMK,BALACHANDRAN .M,DMK,62683.0,38920.0,23763.0,16.21,66.84,26.5464,42.7546,10.9603,0.0,1.7693,17.9694,BOOMINATHAN.M,DMK,SARAVANAN. S.S,AIADMK,62812,56297,6515,4.41,63.8,42.4885,38.0815,0.0,0.0,7.0911,12.3389
193,Madurai Central,Madurai,South,GEN,needs_source,,,,,,PALANIVEL THIAGARAJAN,DMK,JEYABAL M,AIADMK,64662.0,58900.0,5762.0,3.79,65.2,42.5458,38.7546,4.5571,0.0,1.9726,12.1699,PALANIVEL THIAGA RAJAN,DMK,JOTHI MUTHURAMALINGAM N,AIADMK,73205,39029,34176,22.87,61.03,48.9895,26.1186,0.0,0.0,7.5052,17.3867
194,Madurai West,Madurai,South,GEN,needs_source,,,,,,RAJU K,AIADMK,THALAPATHI G,DMK,82529.0,66131.0,16398.0,8.9,65.58,35.9056,44.8089,3.0975,0.0,1.8753,14.3127,RAJU. K,AIADMK,CHINNAMMAL. C,DMK,83883,74762,9121,4.52,65.12,37.067,41.5892,0.0,0.0,9.0355,12.3083
195,Thiruparankundram,Madurai,South,GEN,needs_source,,,,,,SEENIVEL S M,AIADMK,MANIMARAN M,DMK,93453.0,70461.0,22992.0,11.64,71.85,70.1017,102.7882,7.2818,0.0,0.5386,0.0,"RAJANCHELLAPPA, V.V.",AIADMK,PONNUTHAI,CPI(M),103683,74194,29489,12.5,72.73,0.0,43.9616,0.0,0.0,9.6341,46.4043
196,Thirumangalam,Madurai,South,GEN,needs_source,,,,,,UDHAYAKUMAR.R.B,AIADMK,JEYARAM.R,INC,95864.0,72274.0,23590.0,11.56,77.98,0.0,46.9912,1.5985,35.4277,0.9799,15.0027,UDHAYAKUMAR R B,AIADMK,MANIMARAN M,DMK,100338,86251,14087,6.39,78.13,39.117,45.5058,0.0,0.0,5.2577,10.1195
197,Usilampatti,Madurai,South,GEN,needs_source,,,,,,NEETHIPATHI P,AIADMK,ILAMAKEZHAN.K,DMK,106349.0,73443.0,32906.0,16.36,74.7,36.5159,52.8768,1.422,0.0,0.7145,8.4708,AYYAPPAN P,AIADMK,KATHIRAVAN P V,DMK,71255,63778,7477,3.52,73.82,30.0113,33.5297,0.0,0.0,7.2264,29.2326
198,Andipatti,Theni,South,GEN,needs_source,,,,,,THANGATAMILSELVAM,AIADMK,MOOKAIAH.L,DMK,103129.0,72933.0,30196.0,15.2,78.25,36.7219,51.9256,1.7446,0.0,0.6636,8.9443,A.MAHARAJAN,DMK,A.LOGIRAJAN,AIADMK,93541,85003,8538,4.07,74.85,44.6411,40.5665,0.0,0.0,5.3527,9.4397
199,Periyakulam,Theni,South,SC,needs_source,,,,,,KATHIRKAMU.K,AIADMK,ANBAZHAGAN,DMK,90599.0,76249.0,14350.0,7.43,74.94,39.5052,46.9401,2.5983,0.0,0.543,10.4134,K.S.SARAVANAKUMAAR,DMK,M Murugan,AIADMK,92251,70930,21321,10.57,69.94,45.7148,35.1492,0.0,0.0,5.8445,13.2915
200,Bodinayakanur,Theni,South,GEN,needs_source,,,,,,O. PANNEERSELVAM,AIADMK,S. LAKSHMANAN,DMK,99531.0,83923.0,15608.0,7.74,78.28,41.6328,49.3757,1.6123,0.0,0.6568,6.7224,O.PANNEERSELVAM,AIADMK,THANGATAMILSELVAN,DMK,100050,89029,11021,5.13,76.3,41.4484,46.5793,0.0,0.0,5.1742,6.7981
201,Cumbum,Theni,South,GEN,needs_source,,,,,,S.T.K.JAKKAIYAN,AIADMK,CUMBUM.NRAMAKRISHNAN,DMK,91099.0,79878.0,11221.0,5.78,73.83,41.1568,46.9384,2.046,0.0,0.5693,9.2895,N.Ramakrishnan,DMK,Syedukhan.S.P.M,AIADMK,104800,62387,42413,20.97,69.51,51.8107,30.8427,0.0,0.0,6.1041,11.2425
202,Rajapalayam,Virudhunagar,South,GEN,needs_source,,,,,,THANGAPPANDIAN. S.,DMK,SHYAM A.A.S.,AIADMK,74787.0,69985.0,4802.0,2.81,76.06,43.815,41.0017,2.0124,0.0,1.4143,11.7566,THANGAPANDIAN S.,DMK,RAJENTHRABHALAJI K.T,AIADMK,74158,70260,3898,2.18,73.89,41.4967,39.3155,0.0,0.0,8.7254,10.4624
203,Srivilliputhur,Virudhunagar,South,SC,needs_source,,,,,,CHANDRA PRABHA. M,AIADMK,MUTHUKUMAR.C,Other,88103.0,51430.0,36673.0,20.53,76.61,0.0,49.3215,3.0773,0.0,2.1458,45.4554,"MANRAJ, E.M.",AIADMK,"MADHAVARAO, P.S.W.",INC,70475,57737,12738,6.88,73.14,0.0,38.0866,0.0,31.2026,10.9966,19.7142
204,Sattur,Virudhunagar,South,GEN,needs_source,,,,,,SUBRAMANIANS.G.,AIADMK,SRINIVASANV.,DMK,71513.0,67086.0,4427.0,2.52,78.22,38.1303,40.6465,1.9365,0.0,0.8639,18.4228,"RAGHURAMAN,  A.R.R.",DMK,"RAVICHANDHRAN, R.K.",AIADMK,74174,62995,11179,5.83,75.17,38.676,32.847,0.0,0.0,6.5835,21.8935
205,Sivakasi,Virudhunagar,South,GEN,needs_source,,,,,,RAJENTHRABHALAJI K.T,AIADMK,SREERAJA C.,INC,76734.0,61986.0,14748.0,8.39,73.89,0.0,43.6728,3.5224,35.2791,1.8469,15.6788,Ashokan.G,INC,Lakshmi Ganesan,AIADMK,78947,61628,17319,9.36,70.16,0.0,33.304,0.0,42.6632,11.2755,12.7573
206,Virudhunagar,Virudhunagar,South,GEN,needs_source,,,,,,SEENIVASAN A.R.R,DMK,KALANITHI.K,AIADMK,65499.0,62629.0,2870.0,1.87,73.62,42.7129,40.8414,4.5733,0.0,1.6049,10.2675,SEENIVASAN A.R.R,DMK,PANDURANGAN G,BJP,73297,51958,21339,13.2,71.27,45.3242,0.0,32.129,0.0,8.8494,13.6974
207,Aruppukkottai,Virudhunagar,South,GEN,needs_source,,,,,,RAMACHANDRAN.K.K.S.S.R,DMK,VAIGAICHELVAN.DR,AIADMK,81485.0,63431.0,18054.0,10.95,79.17,49.4121,38.4642,1.9544,0.0,0.8514,9.3179,K.K.S.S.R.RAMACHANDRAN,DMK,VAIGAICHELVAN,AIADMK,91040,52006,39034,22.8,75.6,53.1773,30.3772,0.0,0.0,7.2383,9.2072
208,Tiruchuli,Virudhunagar,South,GEN,needs_source,,,,,,THANGAM THENARASU,DMK,DINESH BABU K.,AIADMK,89927.0,63350.0,26577.0,15.84,80.98,53.6103,37.7663,1.0606,0.0,0.4739,7.0889,THANGAM THENARASU,DMK,RAJASEKAR S,AIADMK,102225,41233,60992,35.29,77.46,59.1542,23.8602,0.0,0.0,7.9781,9.0075
209,Paramakudi,Ramanathapuram,South,SC,needs_source,,,,,,MUTHIAH.S.DR,AIADMK,THISAIVEERAN.U,DMK,79254.0,67865.0,11389.0,6.74,68.71,40.1547,46.8934,5.6429,0.0,1.5709,5.7381,MURUGESAN S,DMK,SADHAN PRABHAKAR N,AIADMK,84864,71579,13285,7.29,70.59,46.5881,39.295,0.0,0.0,9.0196,5.0973
210,Tiruvadanai,Ramanathapuram,South,GEN,needs_source,,,,,,KARUNAAS,AIADMK,THIVAKARAN. S.P,DMK,76786.0,68090.0,8696.0,4.66,68.21,36.4802,41.1393,6.3445,0.0,2.0032,14.0328,KARUMANICKAM,INC,K C ANIMUTHU,AIADMK,79364,65512,13852,6.86,68.72,0.0,32.4614,0.0,39.3251,8.1763,20.0372
211,Ramanathapuram,Ramanathapuram,South,GEN,needs_source,,,,,,MANIKANDAN.M,AIADMK,JAWAHIRULLAH.M.H,Other,89365.0,56143.0,33222.0,17.21,67.86,0.0,46.3026,7.787,0.0,2.073,43.8374,KATHARBATCHA MUTHURAMALINGAM,DMK,D.KUPPURAMU,BJP,111082,60603,50479,23.58,68.81,51.8837,0.0,28.3062,0.0,7.9618,11.8483
212,Mudhukulathur,Ramanathapuram,South,GEN,needs_source,,,,,,S.PANDI,INC,M.KEERTHIKA,AIADMK,94946.0,81598.0,13348.0,6.57,68.35,0.0,40.1415,2.6604,46.7079,0.9804,9.5098,R.S.RAJAKANNAPPAN,DMK,KEERTHIKA,AIADMK,101901,81180,20721,9.37,70.29,46.0647,36.6977,0.0,0.0,5.0829,12.1547
213,Vilathikulam,Thoothukudi,South,GEN,needs_source,,,,,,UMA MAHESWARI K,AIADMK,BEEMARAJ S,DMK,71496.0,52778.0,18718.0,12.25,74.28,34.5417,46.7921,4.2155,0.0,1.1558,13.2949,MARKANDAYAN V,DMK,CHINNAPPAN P,AIADMK,90348,51799,38549,23.06,76.52,54.0459,30.986,0.0,0.0,7.0755,7.8926
214,Thoothukkudi,Thoothukudi,South,GEN,needs_source,,,,,,GEETHA JEEVAN P,DMK,CHELLAPANDIAN.S.T.,AIADMK,88045.0,67137.0,20908.0,11.03,69.36,46.4647,35.4307,3.2984,0.0,1.97,12.8362,P.Geetha Jeevan,DMK,SDR Vijayaseelan,AIADMK,92314,42004,50310,26.7,65.07,48.9971,22.2943,0.0,0.0,16.4203,12.2883
215,Tiruchendur,Thoothukudi,South,GEN,needs_source,,,,,,ANITHA R RADHAKRISHNAN,DMK,SARATHKUMAR.R,AIADMK,88357.0,62356.0,26001.0,15.59,73.46,52.9693,37.3819,2.5712,0.0,1.2236,5.854,Anitha R. Radhakrishnan,DMK,Radhakrishnan M,AIADMK,88274,63011,25263,14.47,70.04,50.5764,36.102,0.0,0.0,8.6303,4.6913
216,Srivaikuntam,Thoothukudi,South,GEN,needs_source,,,,,,SHANMUGANATHAN S.P,AIADMK,RANI VENKATESAN V,INC,65198.0,61667.0,3531.0,2.27,74.89,0.0,41.9641,6.1674,39.6914,1.36,10.8171,Amirtharaj .S,INC,S.P.SHUNMUGANATHAN,AIADMK,76843,59471,17372,10.57,72.34,0.0,36.1777,0.0,46.7455,7.7294,9.3474
217,Ottapidaram,Thoothukudi,South,SC,needs_source,,,,,,SUNDARARAJ.R,AIADMK,DR.KRISHNASAMY.K,Other,65071.0,64578.0,493.0,0.31,72.66,0.0,40.5692,3.6977,0.0,2.3642,53.3689,SHUNMUGAIAH C,DMK,MOHAN P,AIADMK,73110,64600,8510,4.79,69.82,41.11,36.3248,0.0,0.0,12.6029,9.9623
218,Kovilpatti,Thoothukudi,South,GEN,needs_source,,,,,,C. KADAMBUR RAJU,AIADMK,A.SUBRAMANIAN,DMK,64514.0,64086.0,428.0,0.26,66.7,38.6976,38.9561,0.0,0.0,1.2499,21.0964,KADAMBUR RAJU,AIADMK,TTV DHINAKARAN,AMMK,68556,56153,12403,6.86,67.43,0.0,37.8913,0.0,0.0,5.0921,57.0166
219,Sankarankovil,Tenkasi,South,SC,needs_source,,,,,,RAJALAKSHMI M,AIADMK,ANBUMANI G,DMK,78751.0,64262.0,14489.0,8.16,75.97,36.2019,44.3643,2.3897,0.0,1.3949,15.6492,RAJA E,DMK,RAJALAKSHMI V M,AIADMK,71347,66050,5297,2.89,71.48,38.9156,36.0264,0.0,0.0,7.5549,17.5031
220,Vasudevanallur,Tenkasi,South,SC,needs_source,,,,,,MANOHARAN A,AIADMK,ANBALAGAN S,Other,73904.0,55146.0,18758.0,11.44,74.14,0.0,45.0615,4.3419,0.0,2.4438,48.1528,"SADHAN THIRUMALAIKUMAR, DOCTOR.T",DMK,MANOHARAN A,AIADMK,68730,66363,2367,1.35,71.87,39.0776,37.7318,0.0,0.0,9.5127,13.6779
221,Kadayanallur,Tenkasi,South,GEN,needs_source,,,,,,MUHAMMED ABUBACKER.K.A.M,IUML,SHEIK DAWOOD. S,AIADMK,70763.0,69569.0,1194.0,0.63,71.26,0.0,36.8603,7.5693,0.0,0.8907,54.6797,C.KRISHNAMURALI,AIADMK,K.A.M.MUHAMMED ABUBACKER,IUML,88474,64125,24349,11.86,70.35,0.0,43.0795,0.0,0.0,4.9354,51.9851
222,Tenkasi,Tenkasi,South,GEN,needs_source,,,,,,SELVAMOHANDAS PANDIAN S,AIADMK,PALANI NADAR S,INC,86339.0,85877.0,462.0,0.23,76.93,0.0,42.5787,5.7778,42.3509,1.4292,7.8634,PALANI NADAR.S,INC,SELVA MOHANDAS PANDIAN.S,AIADMK,89315,88945,370,0.17,72.4,0.0,41.5421,0.0,41.7149,7.1627,9.5803
223,Alangulam,Tenkasi,South,GEN,needs_source,,,,,,DR. POONGOTHAI ALADI ARUNA,DMK,HEPZI KARTHIKEYAN,AIADMK,88891.0,84137.0,4754.0,2.46,79.04,45.9798,43.5208,2.4104,0.0,1.2906,6.7984,PAUL MANOJ PANDIAN,AIADMK,DR.POONGOTHAI ALADI ARUNA,DMK,74153,70614,3539,1.74,77.4,34.7035,36.4428,0.0,0.0,6.1525,22.7012
224,Tirunelveli,Tirunelveli,South,GEN,needs_source,,,,,,LAKSHMANAN A.L.S.,DMK,NAINAR NAGENTHRAN,AIADMK,81761.0,81160.0,601.0,0.32,70.48,43.1283,42.8113,3.1739,0.0,1.1109,9.7756,Nainar Nagenthran,BJP,"Lakshmanan,A.L.S.",DMK,92282,69175,23107,11.69,66.91,35.0099,0.0,46.7045,0.0,9.698,8.5876
225,Ambasamudram,Tirunelveli,South,GEN,needs_source,,,,,,R. MURUGAIAH PANDIAN,AIADMK,AVUDAIAPPAN. R,DMK,78555.0,65389.0,13166.0,7.68,72.97,38.1215,45.7972,2.7465,0.0,1.0366,12.2982,E.SUBAYA,AIADMK,R.AVUDAIAPPAN,DMK,85211,68296,16915,9.52,72.03,38.4374,47.9573,0.0,0.0,7.7301,5.8752
226,Palayamkottai,Tirunelveli,South,GEN,needs_source,,,,,,MOHIDEEN KHANT.P.M,DMK,HYDER ALI S.K.A,AIADMK,67463.0,51591.0,15872.0,10.26,61.0,43.6236,33.3603,4.5671,0.0,1.6761,16.7729,ABDUL WAHAB .M,DMK,GERALD .G,AIADMK,89117,36976,52141,32.37,57.76,55.3209,22.9535,0.0,0.0,7.2412,14.4844
227,Nanguneri,Tirunelveli,South,GEN,needs_source,,,,,,VASANTHAKUMAR. H,INC,VIJAYAKUMAR. M,AIADMK,74932.0,57617.0,17315.0,10.04,71.35,0.0,33.407,3.832,43.4464,1.3481,17.9665,RUBY R MANOHARAN,INC,GANESARAJA,AIADMK,75902,59416,16486,8.56,68.59,0.0,30.8619,0.0,39.4251,9.1699,20.5431
228,Radhapuram,Tirunelveli,South,GEN,needs_source,,,,,,I. S. INBADURAI,AIADMK,M. APPAVU,DMK,69590.0,69541.0,49.0,0.03,71.37,40.5873,40.6159,6.4966,0.0,1.8239,10.4763,M.Appavu,DMK,I.S.Inbadurai,AIADMK,82331,76406,5925,3.16,68.08,43.9544,40.7912,0.0,0.0,10.3417,4.9127
229,Kanniyakumari,Kanniyakumari,South,GEN,needs_source,,,,,,AUSTIN. S,DMK,THALAVAI SUNDARAM. N,AIADMK,89023.0,83111.0,5912.0,2.82,75.07,42.4073,39.591,11.7366,0.0,0.8251,5.44,THALAVAI SUNDARAM N.,AIADMK,AUSTIN S.,DMK,109745,93532,16213,7.21,75.19,41.5931,48.8029,0.0,0.0,6.288,3.316
230,Nagercoil,Kanniyakumari,South,GEN,needs_source,,,,,,SURESH RAJAN N,DMK,GANDHI M.R,BJP,67369.0,46413.0,20956.0,12.09,65.74,38.8688,26.4383,26.7782,0.0,1.0702,6.8445,Gandhi M.R.,BJP,Suresh Rajan N.,DMK,88804,77135,11669,6.34,67.06,41.8791,0.0,48.2146,0.0,5.8382,4.0681
231,Colachal,Kanniyakumari,South,GEN,needs_source,,,,,,PRINCE J.G.,INC,RAMESH P,BJP,67195.0,41167.0,26028.0,15.57,63.78,0.0,23.455,24.6207,40.1872,1.3642,10.3729,Prince J.G.,INC,Ramesh P.,BJP,90681,65849,24832,13.57,67.27,0.0,0.0,35.9892,49.5609,9.9481,4.5018
232,Padmanabhapuram,Kanniyakumari,South,GEN,needs_source,,,,,,MANO THANGARAJ T,DMK,RAJENDRA PRASAD K P,AIADMK,76249.0,35344.0,40905.0,25.32,68.34,47.1955,21.8767,19.8032,0.0,0.5113,10.6133,"Mano Thangaraj, T.",DMK,"John Thankam, D.",AIADMK,87744,60859,26885,15.8,70.08,51.5668,35.7666,0.0,0.0,8.1684,4.4982
233,Vilavancode,Kanniyakumari,South,GEN,needs_source,,,,,,VIJAYADHARANI S,INC,DHARMARAJ C,BJP,68789.0,35646.0,33143.0,20.44,66.34,0.0,15.2961,21.9848,42.4259,0.4527,19.8405,VIJAYADHARANI S,INC,JAYASEELAN R,BJP,87473,58804,28669,17.08,66.83,0.0,0.0,35.0366,52.1181,7.3238,5.5215
234,Killiyoor,Kanniyakumari,South,GEN,needs_source,,,,,,RAJESH KUMAR S,INC,PON. VIJAYARAGAVAN,BJP,77356.0,31061.0,46295.0,30.2,60.66,0.0,16.8732,20.2651,50.4694,0.8664,11.5259,RAJESH KUMAR  S,INC,JUDE DEV   K.V,AIADMK,101541,46141,55400,32.6,65.87,0.0,27.1549,0.0,59.7588,8.5435,4.5428
